6	2	3.50E+00	3.49E+00	3.48E+00	3.41E+00	3.23E+00	2.93E+00	
6	3	1.20E+00	1.21E+00	1.20E+00	1.14E+00	1.04E+00	9.27E-01	
6	4	1.84E+00	1.87E+00	1.85E+00	1.76E+00	1.62E+00	1.44E+00	
6	5	1.38E+00	1.40E+00	1.40E+00	1.35E+00	1.27E+00	1.15E+00	
7	1	2.45E+00	2.45E+00	2.44E+00	2.38E+00	2.23E+00	2.00E+00	
7	2	6.90E+00	6.86E+00	6.79E+00	6.55E+00	6.05E+00	5.35E+00	
7	3	6.43E-01	6.54E-01	6.53E-01	6.33E-01	5.93E-01	5.39E-01	
7	4	1.84E+00	1.87E+00	1.86E+00	1.78E+00	1.65E+00	1.49E+00	
7	5	4.14E+00	4.20E+00	4.16E+00	3.96E+00	3.64E+00	3.25E+00	
7	6	6.09E+00	5.99E+00	5.92E+00	5.83E+00	5.67E+00	5.45E+00	
8	1	1.25E+00	1.24E+00	1.20E+00	1.11E+00	9.97E-01	8.84E-01	
8	2	2.50E+00	2.49E+00	2.41E+00	2.25E+00	2.04E+00	1.84E+00	
9	1	6.65E-01	7.66E-01	8.40E-01	8.87E-01	9.17E-01	9.39E-01	
9	2	1.33E+00	1.54E+00	1.69E+00	1.79E+00	1.87E+00	1.93E+00
10	1	3.10E+00	3.23E+00	3.38E+00	3.62E+00	3.92E+00	4.33E+00	
10	2	2.14E+00	2.12E+00	2.12E+00	2.18E+00	2.25E+00	2.36E+00
11	1	1.23E+00	1.16E+00	1.09E+00	1.02E+00	9.60E-01	8.98E-01	
11	2	6.41E+00	6.58E+00	6.75E+00	7.11E+00	7.49E+00	8.03E+00	

source: 

	Bely, O. & Faucher, P., 1970: A&A 6, 88

collision partner name (up to 10 characters)
number n of levels included in collisions with this partner (always the first n lower levels)
total number of interpolations listed
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	q(i->j) [cm^3 s^-1]
..............................
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	q(i->j) [cm^3 s^-1]
..............................
#
proton
2
1
1	13
		10000.	20000.	30000.	40000.	50000.	60000.	70000.	80000.	100000.	120000.	140000.	170000.		200000.	
1	2	3.41E-09	1.49E-08	2.48E-08	3.22E-08	3.73E-08	4.10E-08	4.34E-08	4.50E-08	4.64E-08	4.63E-08	4.53E-08	4.30E-08	4.04E-08	

source: 

	E. Roueff, 1990: A&A 234, 567

collision partner name (up to 10 characters)
number n of levels included in collisions with this partner (always the first n lower levels)
total number of interpolations listed
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	q(i->j) [cm^3 s^-1]
..............................
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	q(i->j) [cm^3 s^-1]
..............................
#
H0
2
1
1	12
		100.	200.	300.	400.	500.	600.	700.	800.	900.	1000.	1500.	2000.	
1	2	1.6E-11	1.4E-10	3.0E-10	4.6E-10	6.1E-10	7.4E-10	8.5E-10	9.57E-10	1.05E-09	1.14E-09	1.5E-09	1.8E-09	

source:  !!!!!!!!!! Note this rates is from C+ (see meudon code description) !!!!!!!!!!!!!!

	L Wiesenfeld and P F Goldsmith, 2014: ApJ 780, 183

#
para-H2
2
1
1	7
		10.	20.	50.	100.	200.	300.	500.	
2	1	4.36e-10 4.53e-10 4.63e-10 4.72e-10 5.13e-10 5.55e-10 6.01e-10

source:

	L Wiesenfeld and P F Goldsmith, 2014: ApJ 780, 183

#
ortho-H2
2
1
1	7
		10.	20.	50.	100.	200.	300.	500.	
2	1	5.29e-10 5.33e-10 5.37e-10 5.45e-10 5.62e-10 5.71e-10 5.79e-10
