86519.47	3	1	1.01E+07	
86519.47	3	2	7.59E+06	
86519.47	3	3	1.26E+07	
86523.16	1	2	3.01E+07	
87711.37	1	2	1.68E+07	
87718.56	3	1	5.61E+06	
87718.56	3	2	4.21E+06	
87718.56	3	3	7.00E+06	
87735.30	3	1	2.41E+07	
87735.30	3	2	1.81E+07	
87735.30	3	3	1.21E+06	
87753.73	5	2	4.22E+06	
87753.73	5	3	1.26E+07	
87773.09	5	2	3.27E+07	
87773.09	5	3	1.09E+07	
87777.17	7	3	4.33E+07	
87832.54	5	2	4.32E+06	
87832.54	5	3	1.29E+07	
87843.91	3	1	5.73E+06	
87843.91	3	2	4.31E+06	
87843.91	3	3	7.17E+06	
87846.90	1	2	1.71E+07	
88543.76	1	2	1.09E+07	
88549.06	3	1	3.63E+06	
88549.06	3	2	2.72E+06	
88549.06	3	3	4.54E+06	
88558.60	3	1	1.54E+07	
88558.60	3	2	1.16E+07	
88558.60	3	3	7.67E+05	
88584.26	5	2	2.73E+06	
88584.26	5	3	8.16E+06	
88604.75	5	2	2.08E+07	
88604.75	5	3	6.91E+06	
88606.80	7	3	2.77E+07	
88636.80	5	2	2.67E+06	
88636.80	5	3	8.01E+06	
88646.60	3	1	3.56E+06	
88646.60	3	2	2.67E+06	
88646.60	3	3	4.45E+06	
88649.10	1	2	1.07E+07	

Number of collision partners (may be zero):
#
6

Enter the collision rates, except for electrons, where the Maxwellian-averaged
collision strengths should be entered instead.
(in that case the collision partner name entered should be exactly "electron")

source:

	C. T. Johnson, P. G. Burke and A. E. Kingston, 1987: J. Phys. B 20, 2553
	(fits to the transitions involving the ground term levels 3PJ - 3PJ')

	D. Péquignot and S. M. V. Aldrovandi, 1976: A&A 50, 141
	(fits to the transitions involving the ground term and levels 1D and 1S)

The program actually calls subroutine CI_gam to get the fits to
the Maxwellian averaged collision strengths.

collision partner name (up to 10 characters)
number n of levels included in collisions with this partner (always the first n lower levels)
total number of interpolations listed
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	gamma(i,j)
..............................
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	gamma(i,j)
..............................
#
electron
3
3
3	12
		100 200 300 500 700 1000 2000 3000 5000 7000 10000 20000
2	1	2.27e-10  4.70e-10 7.05e-10 1.12e-9 1.49e-9 2.00e-9 4.62e-9 7.11e-9 9.82e-9 1.08e-8 1.06e-8 1.24e-8
3	1	1.25e-10  2.14e-10 2.84e-10 4.23e-10 5.84e-10 8.76e-10 2.35e-9 3.46e-9 4.37e-9 4.41e-9 4.23e-9 4.76e-9
3	2	4.73e-10  8.38e-10 1.17e-9 1.77e-9 2.38e-9 3.46e-9 8.74e-9 1.31e-8 1.72e-8 1.80e-8 1.76e-8 2.01e-8

source:

	E. Roueff and J. le Bourlot, 1990: A&A 236, 515	

collision partner name (up to 10 characters)
number n of levels included in collisions with this partner (always the first n lower levels)
total number of interpolations listed
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	q(i->j) [cm^3 s^-1]
..............................
partial number of interpolations	number of points in this interpolation set
temperature values [K]
i	j	q(i->j) [cm^3 s^-1]
..............................
#
proton
3
3
3	12
		100.	200.	300.	500.	700.	1000.	2000.	3000.	5000.	7000.	10000.	20000.	
1	2	1.8E-09	2.7E-09	3.3E-09	4.1E-09	4.6E-09	5.2E-09	6.1E-09	6.6E-09	7.2E-09	7.6E-09	7.9E-09	8.5E-09	
1	3	8.1E-10	2.0E-09	3.5E-09	6.4E-09	9.1E-09	1.2E-08	1.9E-08	2.3E-08	2.6E-08	2.7E-08	2.8E-08	3.0E-08	
2	3	2.6E-09	5.4E-09	8.0E-09	1.2E-08	1.5E-08	1.7E-08	2.1E-08	2.3E-08	2.4E-08	2.5E-08	2.5E-08	2.6E-08	

source: 

	J. M. Launay and E. Roueff, 1977: A&A 56, 289

#
H0
3
3
3 22
4 5 7 8 9 10 12 14 20 30 40 70 100 200 250 300 400 500 700 800 900 1000
1 2 0.122E-11 0.382E-11 1.400E-11 2.100E-11 2.870E-11 3.680E-11 5.330E-11 6.930E-11 11.080E-11 16.000E-11 19.440E-11 25.860E-11 29.750E-11 37.560E-11 40.410E-11 42.900E-11 47.120E-11 50.680E-11 56.670E-11 59.320E-11 61.800E-11 64.150E-11
1 3 0.0001E-11 0.0001E-11 0.005E-11 0.014E-11 0.033E-11 0.065E-11 0.180E-11 0.372E-11 1.390E-11 4.000E-11 7.035E-11 16.080E-11 23.830E-11 41.190E-11 46.940E-11 51.700E-11 59.450E-11 65.800E-11 76.200E-11 80.670E-11 84.800E-11 88.640E-11
2 3 0.002E-11 0.015E-11 0.132E-11 0.261E-11 0.444E-11 0.678E-11 1.280E-11 2.020E-11 4.610E-11 9.030E-11 13.020E-11 22.590E-11 29.790E-11 45.200E-11 50.410E-11 54.790E-11 62.060E-11 68.120E-11 78.240E-11 82.650E-11 86.750E-11 90.610E-11
      
source:
   
   	Abrahamsson et al 2007	

#
para-H2
3
3
3	28
		10.	20.	30.	40.	50.	60.	70.	80.	90.	100.	120.	140.	160.	180.	200.	250.	300.	350.	400.	450.	500.	600.	700.	800.	900.	1000.	1100.	1200.	
2	1	9.60E-11	1.00E-10	9.10E-11	8.30E-11	7.70E-11	7.30E-11	7.00E-11	6.90E-11	6.70E-11	6.70E-11	6.60E-11	6.60E-11	6.60E-11	6.70E-11	6.70E-11	6.90E-11	7.10E-11	7.20E-11	7.40E-11	7.50E-11	7.60E-11	7.80E-11	8.00E-11	8.10E-11	8.20E-11	8.10E-11	8.10E-11	8.00E-11	
3	1	9.60E-11	9.90E-11	9.70E-11	9.50E-11	9.20E-11	9.00E-11	8.90E-11	8.70E-11	8.60E-11	8.60E-11	8.50E-11	8.40E-11	8.40E-11	8.40E-11	8.50E-11	8.70E-11	8.80E-11	9.10E-11	9.30E-11	9.50E-11	9.60E-11	1.00E-10	1.02E-10	1.04E-10	1.04E-10	1.04E-10	1.04E-10	1.03E-10	
3	2	1.75E-10	1.84E-10	1.84E-10	1.81E-10	1.79E-10	1.77E-10	1.76E-10	1.75E-10	1.75E-10	1.75E-10	1.77E-10	1.79E-10	1.81E-10	1.84E-10	1.88E-10	1.96E-10	2.04E-10	2.12E-10	2.19E-10	2.26E-10	2.32E-10	2.43E-10	2.51E-10	2.57E-10	2.60E-10	2.62E-10	2.61E-10	2.60E-10	

source:

	K. Schroder, V. Staemmler, M. D. Smith, D. R. Flower and R. Jaquet, 1991: 
a												J. Phys. B 24, 2487	

#
ortho-H2
3
3
3	28
		10.	20.	30.	40.	50.	60.	70.	80.	90.	100.	120.	140.	160.	180.	200.	250.	300.	350.	400.	450.	500.	600.	700.	800.	900.	1000.	1100.	1200.	
2	1	7.30E-11	8.10E-11	8.00E-11	7.80E-11	7.60E-11	7.40E-11	7.30E-11	7.20E-11	7.10E-11	7.10E-11	7.10E-11	7.00E-11	7.10E-11	7.10E-11	7.10E-11	7.30E-11	7.40E-11	7.60E-11	7.70E-11	7.90E-11	8.00E-11	8.30E-11	8.40E-11	8.60E-11	8.60E-11	8.60E-11	8.60E-11	8.50E-11	
3	1	5.20E-11	5.80E-11	6.00E-11	6.20E-11	6.30E-11	6.40E-11	6.50E-11	6.70E-11	6.80E-11	6.90E-11	7.10E-11	7.30E-11	7.50E-11	7.70E-11	7.90E-11	8.30E-11	8.70E-11	9.10E-11	9.40E-11	9.70E-11	1.00E-10	1.04E-10	1.08E-10	1.10E-10	1.11E-10	1.12E-10	1.12E-10	1.11E-10	
3	2	9.20E-11	1.05E-10	1.13E-10	1.19E-10	1.25E-10	1.30E-10	1.35E-10	1.39E-10	1.43E-10	1.48E-10	1.55E-10	1.63E-10	1.70E-10	1.76E-10	1.82E-10	1.96E-10	2.08E-10	2.18E-10	2.28E-10	2.37E-10	2.45E-10	2.58E-10	2.69E-10	2.76E-10	2.81E-10	2.83E-10	2.84E-10	2.83E-10	

source:

	V. Staemmler and D. R. Flower, 1991: J. Phys. B 24, 2343

#
helium
3
3
3	9
		10.	20.	30.	40.	60.	80.	100.	120.	150.	
2	1	8.49E-12	1.35E-11	1.53E-11	1.59E-11	1.65E-11	1.69E-11	1.74E-11	1.79E-11	1.86E-11	
3	1	4.05E-11	4.23E-11	4.30E-11	4.34E-11	4.37E-11	4.39E-11	4.42E-11	4.46E-11	4.53E-11	
3	2	7.15E-11	7.48E-11	7.64E-11	7.75E-11	7.92E-11	8.09E-11	8.29E-11	8.51E-11	8.83E-11	
